Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 44, nFeatures = 150

feature |          frame
    115 | (257.0,218.0)= 4983 (262.6,209.1)=    0 (264.0,200.8)=    0 (267.4,191.4)=    0 (269.7,183.9)=    0 (265.1,180.8)=    0 (253.5,182.3)=    0 (248.4,189.7)=    0 (234.8,192.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    116 | (336.0,448.0)= 4973 (341.2,441.4)=    0 (343.0,435.3)=    0 (346.8,427.6)=    0 (349.9,422.1)=    0 (347.9,420.6)=    0 (339.8,422.4)=    0 (328.7,423.0)=    0 (319.0,426.4)=    0 (305.7,430.5)=    0 (290.8,435.8)=    0 (275.5,440.8)=    0 (261.2,441.3)=    0 (243.2,439.5)=    0 (230.8,439.1)=    0 (218.6,439.5)=    0 (207.4,439.9)=    0 (199.2,443.1)=    0 (187.6,444.9)=    0 (174.3,447.8)=    0 (166.4,450.6)=    0 (160.4,454.0)=    0 (153.7,459.3)=    0 (145.7,463.8)=    0 (135.5,471.4)=    0 (122.2,473.4)=    0 (114.3,467.2)=    0 (107.0,468.2)=    0 (103.6,468.7)=    0 ( 93.4,464.0)=    0 ( 83.0,460.1)=    0 ( 79.3,454.2)=    0 ( 79.4,454.9)=    0 ( 82.8,458.3)=    0 ( 83.7,462.2)=    0 ( 81.5,463.4)=    0 ( 76.9,462.3)=    0 ( 66.7,461.7)=    0 ( 56.3,461.0)=    0 ( 46.7,456.8)=    0 ( 38.2,451.9)=    0 ( 25.5,447.3)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    117 | ( 90.0,398.0)= 4962 ( 94.2,389.8)=    0 ( 94.0,382.5)=    0 ( 96.7,374.0)=    0 ( 98.0,367.8)=    0 ( 91.7,367.3)=    0 ( 78.7,370.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    118 | (104.0,458.0)= 4834 (108.1,450.4)=    0 (107.9,443.5)=    0 (110.5,435.3)=    0 (112.1,429.8)=    0 (106.4,429.6)=    0 ( 94.3,433.2)=    0 ( 77.8,435.2)=    0 ( 63.7,440.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    119 | (282.0,604.0)= 4834 (286.6,597.7)=    0 (286.8,592.0)=    0 (289.2,584.5)=    0 (291.4,579.6)=    0 (287.2,580.7)=    0 (276.0,584.5)=    0 (261.1,587.4)=    0 (248.3,593.3)=    0 (230.7,600.7)=    0 (246.0,594.6)=    0 (227.5,601.8)=    0 (209.2,604.6)=    0 (185.6,605.8)=    0 (169.2,607.4)=    0 (152.7,610.0)=    0 (136.6,612.6)=    0 (123.6,617.6)=    0 (106.7,621.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    120 | (237.0,250.0)= 4814 (242.2,241.4)=    0 (243.1,233.3)=    0 (246.6,224.0)=    0 (248.8,216.8)=    0 (244.1,214.2)=    0 (232.3,216.0)=    0 (216.6,215.2)=    0 (202.5,218.6)=    0 (184.1,222.2)=    0 (163.8,226.9)=    0 (143.6,232.1)=    0 (123.8,231.4)=    0 ( 98.4,227.2)=    0 ( 81.0,225.5)=    0 ( 63.9,224.4)=    0 ( 61.0,221.7)=    0 ( 49.2,225.0)=    0 ( 48.1,233.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    121 | (388.0,534.0)= 4795 (393.3,528.0)=    0 (394.7,522.2)=    0 (398.4,514.9)=    0 (401.2,509.7)=    0 (399.0,509.3)=    0 (390.2,511.8)=    0 (378.6,513.2)=    0 (367.9,517.5)=    0 (354.1,522.8)=    0 (338.4,529.3)=    0 (322.1,535.0)=    0 (306.8,536.6)=    0 (287.3,536.2)=    0 (273.8,536.7)=    0 (260.2,538.3)=    0 (247.3,540.0)=    0 (237.2,544.3)=    0 (223.6,547.3)=    0 (208.4,551.7)=    0 (198.7,555.7)=    0 (191.1,560.4)=    0 (182.6,566.4)=    0 (172.5,572.0)=    0 (160.0,580.0)=    0 (143.7,582.3)=    0 (133.8,576.1)=    0 (124.6,577.2)=    0 (119.5,577.9)=    0 (106.5,573.7)=    0 ( 93.3,570.3)=    0 ( 86.9,565.0)=    0 ( 85.1,566.1)=    0 ( 86.7,569.4)=    0 ( 86.0,573.2)=    0 ( 81.7,574.3)=    0 ( 75.1,573.1)=    0 ( 61.9,573.1)=    0 ( 48.5,572.7)=    0 ( 36.1,568.9)=    0 ( 25.0,564.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    122 | (335.0,513.0)= 4787 (340.2,506.8)=    0 (341.4,500.8)=    0 (344.9,493.4)=    0 (347.6,488.1)=    0 (345.1,487.5)=    0 (336.2,489.9)=    0 (324.3,491.3)=    0 (313.8,495.5)=    0 (299.6,500.8)=    0 (312.1,496.4)=    0 (296.4,501.6)=    0 (281.4,502.5)=    0 (262.6,501.6)=    0 (249.6,501.7)=    0 (236.8,502.6)=    0 (224.6,504.0)=    0 (215.3,507.8)=    0 (202.7,510.3)=    0 (188.3,514.1)=    0 (179.6,517.4)=    0 (172.8,521.7)=    0 (165.2,527.4)=    0 (155.9,532.7)=    0 (144.5,540.5)=    0 (129.8,542.7)=    0 (120.7,536.5)=    0 (112.5,537.5)=    0 (108.3,538.1)=    0 ( 96.5,533.6)=    0 ( 84.7,530.5)=    0 ( 79.6,524.7)=    0 ( 78.6,525.4)=    0 ( 81.0,528.8)=    0 ( 81.0,532.4)=    0 ( 77.6,533.6)=    0 ( 72.0,532.4)=    0 ( 60.1,532.1)=    0 ( 48.0,531.7)=    0 ( 36.8,527.7)=    0 ( 26.9,522.9)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    123 | (269.0,280.0)= 4780 (274.4,272.0)=    0 (275.6,264.1)=    0 (279.1,255.1)=    0 (281.8,248.3)=    0 (277.8,245.8)=    0 (266.8,247.3)=    0 (252.3,246.7)=    0 (239.5,250.0)=    0 (222.0,253.5)=    0 (203.4,258.2)=    0 (184.3,263.3)=    0 (169.2,291.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    124 | (480.0,546.0)= 4774 (485.8,540.1)=    0 (487.6,534.7)=    0 (491.4,527.7)=    0 (495.1,522.5)=    0 (493.7,522.1)=    0 (485.2,524.5)=    0 (474.4,525.7)=    0 (464.7,529.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    125 | (123.0,183.0)= 4752 (127.8,173.2)=    0 (127.7,164.1)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    126 | (412.0,524.0)= 4747 (417.4,518.0)=    0 (419.0,512.3)=    0 (422.6,505.0)=    0 (426.1,499.7)=    0 (424.1,499.0)=    0 (415.4,501.3)=    0 (404.3,502.4)=    0 (394.3,506.5)=    0 (380.7,511.5)=    0 (365.7,517.7)=    0 (349.9,523.1)=    0 (335.2,524.3)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    127 | (198.0,339.0)= 4709 (202.9,331.0)=    0 (203.4,323.6)=    0 (206.7,314.9)=    0 (208.6,308.5)=    0 (203.6,306.9)=    0 (209.4,313.6)=    0 (194.5,313.9)=    0 (181.3,317.7)=    0 (163.6,322.4)=    0 (144.3,327.8)=    0 (124.7,333.6)=    0 (105.8,333.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    128 | ( 69.0,249.0)= 4685 ( 73.6,239.7)=    0 ( 73.0,231.1)=    0 ( 75.3,221.6)=    0 ( 76.2,214.5)=    0 ( 68.4,212.7)=    0 ( 53.5,215.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    129 | (220.0,243.0)= 4680 (225.4,234.1)=    0 (226.1,226.0)=    0 (229.4,216.8)=    0 (231.5,209.4)=    0 (226.3,206.7)=    0 (213.9,208.6)=    0 (197.7,208.0)=    0 (183.5,211.2)=    0 (164.4,215.0)=    0 (143.5,219.8)=    0 (122.6,225.2)=    0 (102.4,224.3)=    0 (107.7,235.6)=    0 ( 90.4,233.6)=    0 ( 74.1,233.1)=    0 ( 84.4,237.6)=    0 ( 73.0,240.8)=    0 ( 57.5,240.9)=    0 ( 39.1,242.4)=    0 ( 26.7,243.7)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    130 | (258.0,282.0)= 4666 (263.4,274.0)=    0 (264.5,266.2)=    0 (268.1,257.4)=    0 (270.5,250.5)=    0 (266.3,248.0)=    0 (255.2,249.6)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    131 | (266.0,199.0)= 4657 (271.6,189.8)=    0 (272.9,181.3)=    0 (276.5,171.7)=    0 (279.1,164.2)=    0 (274.5,161.0)=    0 (262.7,162.3)=    0 (247.1,160.8)=    0 (233.2,163.3)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    132 | (311.0,591.0)= 4651 (315.7,584.7)=    0 (316.1,579.1)=    0 (318.8,571.7)=    0 (321.3,566.8)=    0 (317.2,567.6)=    0 (306.5,571.1)=    0 (292.5,573.8)=    0 (280.0,579.2)=    0 (263.4,586.2)=    0 (244.8,594.5)=    0 (226.3,601.6)=    0 (208.1,604.5)=    0 (184.5,605.6)=    0 (168.1,607.3)=    0 (151.7,609.9)=    0 (135.5,612.4)=    0 (122.5,617.5)=    0 (105.6,621.5)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    133 | (288.0,224.0)= 4644 (293.6,215.2)=    0 (295.2,207.2)=    0 (298.9,197.8)=    0 (301.6,190.6)=    0 (297.6,187.2)=    0 (286.6,188.6)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    134 | (369.0,489.0)= 4630 (374.5,482.6)=    0 (376.1,476.8)=    0 (380.1,469.3)=    0 (383.4,463.9)=    0 (381.5,462.8)=    0 (373.2,464.8)=    0 (362.3,465.6)=    0 (352.5,469.2)=    0 (339.5,473.8)=    0 (324.7,479.3)=    0 (309.4,484.3)=    0 (295.0,484.9)=    0 (277.2,483.4)=    0 (264.7,483.4)=    0 (252.5,483.9)=    0 (241.1,485.0)=    0 (232.4,488.5)=    0 (220.7,490.7)=    0 (207.2,494.2)=    0 (199.0,497.4)=    0 (192.9,501.2)=    0 (185.9,506.6)=    0 (177.2,511.5)=    0 (166.3,519.0)=    0 (152.3,521.2)=    0 (143.9,515.3)=    0 (136.0,516.2)=    0 (132.2,516.7)=    0 (121.3,512.5)=    0 (110.0,508.9)=    0 (105.8,503.6)=    0 (105.3,504.5)=    0 (107.8,507.9)=    0 (108.1,511.7)=    0 (105.0,513.1)=    0 ( 99.7,512.0)=    0 ( 88.7,511.8)=    0 ( 77.3,511.6)=    0 ( 66.6,507.9)=    0 ( 57.4,503.3)=    0 ( 43.9,499.2)=    0 ( 34.5,496.7)=    0 ( 37.0,495.7)=    0 
